bioassay_id,extraction_id,processing_id,expedition_id,target_species,assay_date,assay_type,therapeutic_target,cell_line_organism,assay_format,concentration_range_um,positive_control,incubation_time_hours,ic50_value_nm,max_inhibition_percent,hill_coefficient,selectivity_index,cytotoxicity_cc50_um,therapeutic_window,dose_response_quality,assay_reproducibility,statistical_significance,mechanism_of_action,structure_activity_notes,follow_up_priority,patent_potential,literature_precedent,assay_cost_usd,researcher,assay_notes
EXP-0065-PROC-2-EXT-2-ASSAY-6,EXP-0065-PROC-2-EXT-2,EXP-0065-PROC-2,EXP-0065,Halichondria okadai,2023-07-09,MTT Cytotoxicity Assay,Anticancer,A549 cells,24-well,0.024 - 972.5 μM,Doxorubicin,69.6,53.61,48.5,2.2,20.0,45.18,13.1,Good,0.895,False,Tubulin depolymerization,Do seven radio place Mr.,High,False,Similar,752.83,Christine Campbell,Play why campaign population through personal.
EXP-0065-PROC-2-EXT-3-ASSAY-1,EXP-0065-PROC-2-EXT-3,EXP-0065-PROC-2,EXP-0065,Halichondria okadai,2023-07-09,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.268 - 399.1 μM,Cisplatin,22.9,4.36,68.7,1.34,88.5,82.55,4.6,Good,0.907,True,Tubulin depolymerization,Especially despite big.,Medium,True,Known,501.22,Michelle Sims,Local inside probably music.
EXP-0065-PROC-2-EXT-3-ASSAY-2,EXP-0065-PROC-2-EXT-3,EXP-0065-PROC-2,EXP-0065,Halichondria okadai,2023-07-05,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.462 - 392.2 μM,Paclitaxel,25.8,84.52,41.1,2.44,26.0,34.51,19.8,Excellent,0.805,True,Tubulin depolymerization,History hard relationship film road reality benefit majority.,Medium,False,Novel,665.68,Rebecca Ford,Itself air deal certainly.
EXP-0065-PROC-2-EXT-3-ASSAY-3,EXP-0065-PROC-2-EXT-3,EXP-0065-PROC-2,EXP-0065,Halichondria okadai,2023-07-22,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.290 - 884.6 μM,Paclitaxel,32.0,34.02,74.2,1.43,95.2,8.25,42.3,Excellent,0.907,True,Tubulin depolymerization,Cup wide why investment more pattern enjoy.,Low,True,Similar,1468.98,Kelsey Hawkins,Also owner party parent trial quality military.
EXP-0065-PROC-2-EXT-3-ASSAY-4,EXP-0065-PROC-2-EXT-3,EXP-0065-PROC-2,EXP-0065,Halichondria okadai,2023-07-16,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.926 - 179.6 μM,Paclitaxel,61.4,2.41,90.9,2.92,29.8,38.17,15.9,Excellent,0.798,False,Tubulin depolymerization,Question bag head draw behind.,Medium,True,Similar,1276.96,Nina Holloway,White something single race road campaign.
EXP-0065-PROC-2-EXT-3-ASSAY-5,EXP-0065-PROC-2-EXT-3,EXP-0065-PROC-2,EXP-0065,Halichondria okadai,2023-07-05,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.917 - 948.5 μM,Doxorubicin,21.1,31.33,49.3,2.03,3.6,97.54,35.7,Excellent,0.883,True,Tubulin depolymerization,How its treatment.,Medium,False,Known,1247.21,Jennifer Lambert,Idea leader wrong.
EXP-0065-PROC-3-EXT-1-ASSAY-1,EXP-0065-PROC-3-EXT-1,EXP-0065-PROC-3,EXP-0065,Halichondria okadai,2023-07-27,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.188 - 666.8 μM,Cisplatin,35.4,3.31,79.5,0.94,54.8,234.47,47.9,Good,0.857,True,Tubulin depolymerization,Individual behavior fear nothing question investment central.,Low,False,Novel,359.99,Misty Davis,Discuss friend financial.
EXP-0065-PROC-3-EXT-1-ASSAY-2,EXP-0065-PROC-3-EXT-1,EXP-0065-PROC-3,EXP-0065,Halichondria okadai,2023-08-06,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,24-well,0.179 - 859.8 μM,Cisplatin,63.1,2.99,93.0,1.72,44.4,48.15,21.0,Excellent,0.791,True,Tubulin depolymerization,High check foot not hundred traditional kid.,Medium,True,Novel,931.21,Michael Perry,Page past true eye cut none fly season.
EXP-0065-PROC-3-EXT-2-ASSAY-1,EXP-0065-PROC-3-EXT-2,EXP-0065-PROC-3,EXP-0065,Halichondria okadai,2023-08-07,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,384-well,0.754 - 111.1 μM,Cisplatin,15.2,6.94,77.5,2.93,52.8,116.48,10.2,Good,0.78,False,Tubulin depolymerization,Gun single present cup like message.,Medium,False,Novel,1288.15,Anthony Rodgers,Administration chair southern life.
EXP-0065-PROC-3-EXT-2-ASSAY-2,EXP-0065-PROC-3-EXT-2,EXP-0065-PROC-3,EXP-0065,Halichondria okadai,2023-08-13,MTT Cytotoxicity Assay,Anticancer,A549 cells,96-well,0.517 - 689.7 μM,Paclitaxel,13.8,114.03,79.3,1.73,79.8,7.85,24.6,Good,0.92,False,Tubulin depolymerization,Herself heavy raise win go.,Medium,False,Novel,1183.08,Robert Harris,Color role expect measure.
EXP-0065-PROC-3-EXT-2-ASSAY-3,EXP-0065-PROC-3-EXT-2,EXP-0065-PROC-3,EXP-0065,Halichondria okadai,2023-08-11,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.120 - 286.7 μM,Cisplatin,50.0,31.63,94.0,2.92,22.4,22.52,37.7,Excellent,0.932,True,Tubulin depolymerization,Nor out assume property above.,Low,True,Similar,409.64,Caleb Morrison,Nature issue result road security.
EXP-0065-PROC-3-EXT-2-ASSAY-4,EXP-0065-PROC-3-EXT-2,EXP-0065-PROC-3,EXP-0065,Halichondria okadai,2023-08-01,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.450 - 333.0 μM,Doxorubicin,21.8,2.04,68.9,0.72,80.4,4174.78,24.6,Fair,0.905,True,Tubulin depolymerization,Wish second including fight sense.,Low,False,Novel,1289.51,Kristin Duncan,Professor method pass picture evidence.
EXP-0066-PROC-1-EXT-1-ASSAY-1,EXP-0066-PROC-1-EXT-1,EXP-0066-PROC-1,EXP-0066,Halichondria okadai,2025-05-31,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.021 - 37.5 μM,Paclitaxel,38.8,36.17,43.8,1.31,37.8,174.15,24.6,Excellent,0.742,False,Tubulin depolymerization,Yard some skin pattern age cup benefit.,Low,True,Similar,993.01,Thomas Wise,Point nice address glass make east.
EXP-0066-PROC-1-EXT-1-ASSAY-2,EXP-0066-PROC-1-EXT-1,EXP-0066-PROC-1,EXP-0066,Halichondria okadai,2025-06-02,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.224 - 901.7 μM,Doxorubicin,50.9,36.33,96.1,1.36,19.4,7.65,47.2,Fair,0.815,False,Tubulin depolymerization,Industry which structure effort management.,Medium,False,Novel,800.69,Tyler Hall,Should think season skill war for.
EXP-0066-PROC-1-EXT-1-ASSAY-3,EXP-0066-PROC-1-EXT-1,EXP-0066-PROC-1,EXP-0066,Halichondria okadai,2025-06-04,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.182 - 151.3 μM,Paclitaxel,29.5,15.86,49.8,2.22,8.8,24.25,27.8,Fair,0.893,False,Tubulin depolymerization,Want air forward join truth because course.,Medium,True,Similar,1440.07,Stephanie Singh,Bed more send maybe with event.
EXP-0066-PROC-1-EXT-1-ASSAY-4,EXP-0066-PROC-1-EXT-1,EXP-0066-PROC-1,EXP-0066,Halichondria okadai,2025-05-29,MTT Cytotoxicity Assay,Anticancer,A549 cells,384-well,0.977 - 821.7 μM,Doxorubicin,61.3,38.82,84.6,1.4,99.8,242.6,14.7,Excellent,0.848,True,Tubulin depolymerization,Great paper idea five Democrat.,Medium,True,Similar,638.47,Christopher Morris,Dream memory number option.
EXP-0066-PROC-1-EXT-2-ASSAY-1,EXP-0066-PROC-1-EXT-2,EXP-0066-PROC-1,EXP-0066,Halichondria okadai,2025-06-11,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.124 - 445.8 μM,Doxorubicin,58.8,6.46,69.6,2.66,65.9,3.32,5.9,Good,0.916,True,Tubulin depolymerization,Exactly soon weight close us fear.,Medium,False,Similar,1298.48,Heather Rice,Form you cost bill green allow dog later.
EXP-0066-PROC-1-EXT-2-ASSAY-2,EXP-0066-PROC-1-EXT-2,EXP-0066-PROC-1,EXP-0066,Halichondria okadai,2025-06-06,MTT Cytotoxicity Assay,Anticancer,HeLa cells,384-well,0.891 - 460.0 μM,Doxorubicin,62.2,1183.95,49.2,1.68,10.3,144.3,30.5,Good,0.914,False,Tubulin depolymerization,Miss and form.,Medium,False,Known,1185.17,Marco James,Toward onto around.
EXP-0066-PROC-1-EXT-2-ASSAY-3,EXP-0066-PROC-1-EXT-2,EXP-0066-PROC-1,EXP-0066,Halichondria okadai,2025-06-05,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.822 - 524.2 μM,Paclitaxel,27.7,108.24,77.8,1.36,43.4,699.55,28.3,Poor,0.91,True,Tubulin depolymerization,I kid least same old price thing.,Low,False,Known,1215.49,Cody Wilson,Analysis senior risk staff if fine.
EXP-0066-PROC-1-EXT-2-ASSAY-4,EXP-0066-PROC-1-EXT-2,EXP-0066-PROC-1,EXP-0066,Halichondria okadai,2025-06-20,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.905 - 397.9 μM,Paclitaxel,41.4,25.85,94.8,0.64,25.6,59.51,3.4,Excellent,0.854,True,Tubulin depolymerization,Necessary impact me unit audience none.,High,True,Similar,1152.59,Amanda Poole,Finish own Democrat head.
EXP-0066-PROC-1-EXT-2-ASSAY-5,EXP-0066-PROC-1-EXT-2,EXP-0066-PROC-1,EXP-0066,Halichondria okadai,2025-06-10,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.302 - 35.3 μM,Doxorubicin,56.8,46.6,77.6,1.54,80.5,48.68,15.5,Fair,0.766,True,Tubulin depolymerization,Indeed resource husband beyond development finish see.,Low,True,Novel,1087.86,Allison Willis,Cover million black then all continue family.
EXP-0066-PROC-1-EXT-2-ASSAY-6,EXP-0066-PROC-1-EXT-2,EXP-0066-PROC-1,EXP-0066,Halichondria okadai,2025-06-08,MTT Cytotoxicity Assay,Anticancer,A549 cells,96-well,0.896 - 416.7 μM,Cisplatin,51.7,1124.11,64.8,2.12,26.5,65.73,22.3,Excellent,0.752,True,Tubulin depolymerization,Task behind my treat next his.,Low,False,Similar,345.82,Rhonda Harper,Nothing official couple husband six health theory from.
EXP-0066-PROC-2-EXT-1-ASSAY-1,EXP-0066-PROC-2-EXT-1,EXP-0066-PROC-2,EXP-0066,Halichondria okadai,2025-06-18,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.172 - 66.1 μM,Doxorubicin,38.3,283.88,47.8,1.09,54.0,8.76,47.7,Fair,0.772,True,Tubulin depolymerization,Believe spend specific development up in just.,High,False,Similar,885.03,Rebecca Vasquez,Account activity find way our daughter clear.
EXP-0066-PROC-2-EXT-1-ASSAY-2,EXP-0066-PROC-2-EXT-1,EXP-0066-PROC-2,EXP-0066,Halichondria okadai,2025-06-19,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.699 - 386.1 μM,Cisplatin,30.8,202.27,84.4,2.55,42.2,4.57,36.1,Fair,0.929,True,Tubulin depolymerization,Trade west suggest writer admit truth reduce.,Medium,False,Known,1404.99,Angela Estes,Debate cell several evidence good.
EXP-0066-PROC-2-EXT-2-ASSAY-1,EXP-0066-PROC-2-EXT-2,EXP-0066-PROC-2,EXP-0066,Halichondria okadai,2025-06-27,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,384-well,0.160 - 581.2 μM,Doxorubicin,47.2,6.77,43.5,0.78,16.2,57.11,49.5,Good,0.786,True,Tubulin depolymerization,Among the teacher space.,High,True,Similar,650.37,Anthony Braun,Long put very likely guy.
EXP-0066-PROC-2-EXT-2-ASSAY-2,EXP-0066-PROC-2-EXT-2,EXP-0066-PROC-2,EXP-0066,Halichondria okadai,2025-06-10,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.231 - 491.0 μM,Paclitaxel,34.1,170.68,46.6,1.54,43.4,25.4,24.0,Good,0.915,True,Tubulin depolymerization,Give choice large must home blood real.,High,False,Known,561.8,Vicki Stein,Result power true yes.
EXP-0066-PROC-2-EXT-2-ASSAY-3,EXP-0066-PROC-2-EXT-2,EXP-0066-PROC-2,EXP-0066,Halichondria okadai,2025-06-14,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.362 - 267.1 μM,Paclitaxel,8.5,8.46,98.0,1.35,69.8,59.31,40.7,Good,0.77,True,Tubulin depolymerization,You have available fish purpose collection brother it.,High,False,Novel,1198.49,Amy Miller,Project capital property population.
EXP-0066-PROC-2-EXT-3-ASSAY-1,EXP-0066-PROC-2-EXT-3,EXP-0066-PROC-2,EXP-0066,Halichondria okadai,2025-06-07,MTT Cytotoxicity Assay,Anticancer,A549 cells,384-well,0.195 - 701.3 μM,Cisplatin,61.9,18.83,98.3,1.53,22.6,129.75,26.2,Excellent,0.862,False,Tubulin depolymerization,Themselves pass participant develop arrive.,High,True,Similar,849.56,Kevin Reese,Oil trip arrive small determine so staff.
EXP-0066-PROC-2-EXT-3-ASSAY-2,EXP-0066-PROC-2-EXT-3,EXP-0066-PROC-2,EXP-0066,Halichondria okadai,2025-06-23,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.759 - 344.2 μM,Cisplatin,59.1,14.47,45.7,0.71,66.2,28.5,19.9,Good,0.918,True,Tubulin depolymerization,Outside never reach red you spring.,Low,False,Novel,919.69,Sierra Padilla,Number identify natural whom.
EXP-0066-PROC-2-EXT-3-ASSAY-3,EXP-0066-PROC-2-EXT-3,EXP-0066-PROC-2,EXP-0066,Halichondria okadai,2025-06-16,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.671 - 397.6 μM,Paclitaxel,34.4,13.02,76.7,1.41,10.4,145.36,23.2,Good,0.849,True,Tubulin depolymerization,Air clear assume senior successful society.,Low,False,Novel,789.0,Bryan Hartman,Walk three shoulder education.
EXP-0066-PROC-3-EXT-1-ASSAY-1,EXP-0066-PROC-3-EXT-1,EXP-0066-PROC-3,EXP-0066,Halichondria okadai,2025-05-31,MTT Cytotoxicity Assay,Anticancer,A549 cells,96-well,0.413 - 889.9 μM,Cisplatin,15.9,58.58,94.2,1.06,6.9,28.62,5.4,Fair,0.765,True,Tubulin depolymerization,Style theory reduce reality matter bill.,Medium,False,Known,1213.74,Raymond Randall,Interesting for exactly themselves ahead.
EXP-0066-PROC-3-EXT-1-ASSAY-2,EXP-0066-PROC-3-EXT-1,EXP-0066-PROC-3,EXP-0066,Halichondria okadai,2025-06-10,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.927 - 221.2 μM,Cisplatin,60.6,59.63,70.1,1.82,24.0,6.89,34.1,Good,0.767,True,Tubulin depolymerization,Activity quite sure forward training may.,Low,True,Similar,767.32,Carlos Duffy,Future it newspaper range point.
EXP-0066-PROC-3-EXT-1-ASSAY-3,EXP-0066-PROC-3-EXT-1,EXP-0066-PROC-3,EXP-0066,Halichondria okadai,2025-05-30,MTT Cytotoxicity Assay,Anticancer,A549 cells,96-well,0.208 - 611.0 μM,Paclitaxel,53.3,10.49,43.1,2.9,17.6,1268.41,33.8,Good,0.928,True,Tubulin depolymerization,Number American election part ever figure.,High,True,Novel,1137.33,Mary Roberts,Lawyer teacher practice traditional condition summer.
EXP-0066-PROC-3-EXT-1-ASSAY-4,EXP-0066-PROC-3-EXT-1,EXP-0066-PROC-3,EXP-0066,Halichondria okadai,2025-05-28,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.012 - 819.7 μM,Cisplatin,53.7,9.22,78.3,1.74,12.4,13.79,5.3,Excellent,0.895,True,Tubulin depolymerization,Move law sell painting there southern crime believe.,Medium,False,Similar,487.16,Tracy Simpson,Woman husband light fall Republican three floor.
EXP-0066-PROC-3-EXT-1-ASSAY-5,EXP-0066-PROC-3-EXT-1,EXP-0066-PROC-3,EXP-0066,Halichondria okadai,2025-06-13,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.602 - 968.1 μM,Paclitaxel,17.6,69.75,46.7,1.41,18.7,1109.85,17.2,Fair,0.938,True,Tubulin depolymerization,Care site rather.,Medium,False,Similar,1119.98,Robert Bernard,Building hope case rest.
EXP-0066-PROC-3-EXT-1-ASSAY-6,EXP-0066-PROC-3-EXT-1,EXP-0066-PROC-3,EXP-0066,Halichondria okadai,2025-05-27,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.734 - 522.7 μM,Cisplatin,58.3,2.64,71.8,1.89,45.7,184.22,9.8,Excellent,0.756,True,Tubulin depolymerization,Itself should final miss establish wait.,Medium,False,Known,637.26,Linda Welch,Low animal how her stuff second.
EXP-0067-PROC-1-EXT-1-ASSAY-1,EXP-0067-PROC-1-EXT-1,EXP-0067-PROC-1,EXP-0067,Halichondria okadai,2023-07-27,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.982 - 391.3 μM,Doxorubicin,51.9,139.42,91.5,2.76,1.5,30.69,15.6,Fair,0.733,True,Tubulin depolymerization,And as hair various weight.,Medium,False,Similar,844.78,Mitchell Hernandez,Event which future game.
EXP-0067-PROC-1-EXT-1-ASSAY-2,EXP-0067-PROC-1-EXT-1,EXP-0067-PROC-1,EXP-0067,Halichondria okadai,2023-07-23,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.368 - 626.0 μM,Cisplatin,44.4,148.38,92.1,1.86,91.2,81.26,42.6,Excellent,0.94,True,Tubulin depolymerization,Story a fly student study final.,Medium,False,Novel,1320.6,Arthur White,What argue significant across growth rule.
EXP-0067-PROC-1-EXT-1-ASSAY-3,EXP-0067-PROC-1-EXT-1,EXP-0067-PROC-1,EXP-0067,Halichondria okadai,2023-07-19,MTT Cytotoxicity Assay,Anticancer,A549 cells,384-well,0.342 - 689.2 μM,Cisplatin,35.4,3.9,70.5,2.42,75.4,317.63,9.2,Good,0.725,True,Tubulin depolymerization,Form should could budget evening.,Low,False,Novel,1009.38,Alice Salazar,Discover professional drug camera responsibility but painting third.
EXP-0067-PROC-2-EXT-1-ASSAY-1,EXP-0067-PROC-2-EXT-1,EXP-0067-PROC-2,EXP-0067,Halichondria okadai,2023-08-09,MTT Cytotoxicity Assay,Anticancer,HeLa cells,384-well,0.080 - 265.1 μM,Doxorubicin,18.3,18.62,75.0,0.81,89.0,4.87,31.4,Excellent,0.849,True,Tubulin depolymerization,Even election season rise society everyone recognize sometimes.,Low,False,Similar,1484.73,Andre Berger,Mention enter trade teach race play then.
EXP-0067-PROC-2-EXT-1-ASSAY-2,EXP-0067-PROC-2-EXT-1,EXP-0067-PROC-2,EXP-0067,Halichondria okadai,2023-08-03,MTT Cytotoxicity Assay,Anticancer,A549 cells,384-well,0.227 - 702.7 μM,Paclitaxel,4.1,8.59,81.3,1.69,97.8,932.04,17.4,Fair,0.946,True,Tubulin depolymerization,Option name ready field series benefit boy.,High,False,Similar,377.97,Bridget Davis,Performance not race second ball board administration.
EXP-0067-PROC-2-EXT-1-ASSAY-3,EXP-0067-PROC-2-EXT-1,EXP-0067-PROC-2,EXP-0067,Halichondria okadai,2023-08-03,MTT Cytotoxicity Assay,Anticancer,A549 cells,384-well,0.823 - 221.9 μM,Paclitaxel,3.8,16.11,84.5,1.05,12.2,5.71,32.7,Good,0.946,False,Tubulin depolymerization,Sound note character.,Low,False,Novel,1021.04,William Cooper,Mind pattern south specific quickly gun list.
EXP-0068-PROC-1-EXT-1-ASSAY-1,EXP-0068-PROC-1-EXT-1,EXP-0068-PROC-1,EXP-0068,Phyllobates terribilis,2025-01-23,Sodium Channel Assay,Pain Management,PC12 cells,384-well,0.860 - 970.0 μM,Morphine,11.0,310.24,72.0,1.52,65.9,94.51,14.2,Good,0.787,False,Sodium channel activation,Simply that term indicate short.,Low,False,Similar,1490.73,Joseph Patel,See yeah station chance financial.
EXP-0068-PROC-1-EXT-1-ASSAY-2,EXP-0068-PROC-1-EXT-1,EXP-0068-PROC-1,EXP-0068,Phyllobates terribilis,2025-01-24,Sodium Channel Assay,Pain Management,DRG neurons,384-well,0.637 - 594.7 μM,Morphine,45.6,6.97,57.2,2.0,97.3,16.76,47.7,Fair,0.757,False,Sodium channel activation,Campaign focus force attack.,Medium,False,Novel,665.81,Joseph Hawkins,Network former world edge.
EXP-0068-PROC-1-EXT-1-ASSAY-3,EXP-0068-PROC-1-EXT-1,EXP-0068-PROC-1,EXP-0068,Phyllobates terribilis,2025-01-19,Sodium Channel Assay,Pain Management,PC12 cells,96-well,0.222 - 356.6 μM,Morphine,58.3,213.78,75.0,1.14,23.6,135.77,1.4,Excellent,0.895,False,Sodium channel activation,Discover save cost while city would.,Low,True,Novel,1316.55,John James,Remember mother music wide federal religious.
EXP-0068-PROC-2-EXT-1-ASSAY-1,EXP-0068-PROC-2-EXT-1,EXP-0068-PROC-2,EXP-0068,Phyllobates terribilis,2025-01-22,Sodium Channel Assay,Pain Management,PC12 cells,384-well,0.477 - 818.0 μM,Morphine,49.6,8.4,57.1,0.81,29.5,23.85,36.7,Excellent,0.76,False,Sodium channel activation,Land reveal can personal finish authority success.,High,True,Similar,1302.43,Thomas Peters,Couple he seek carry campaign prevent alone subject.
EXP-0068-PROC-2-EXT-1-ASSAY-2,EXP-0068-PROC-2-EXT-1,EXP-0068-PROC-2,EXP-0068,Phyllobates terribilis,2025-01-21,Sodium Channel Assay,Pain Management,PC12 cells,96-well,0.922 - 75.3 μM,Morphine,67.7,58.09,44.4,1.1,78.0,6789.02,44.7,Excellent,0.832,True,Sodium channel activation,Either western detail player.,Medium,False,Novel,724.01,Robert Miller,Green opportunity test high fill.
EXP-0068-PROC-2-EXT-1-ASSAY-3,EXP-0068-PROC-2-EXT-1,EXP-0068-PROC-2,EXP-0068,Phyllobates terribilis,2025-01-09,Sodium Channel Assay,Pain Management,PC12 cells,96-well,0.013 - 119.8 μM,Morphine,50.9,6.37,85.6,1.81,31.4,36.78,20.9,Good,0.705,True,Sodium channel activation,Find use degree organization partner long specific.,High,False,Similar,1095.24,Heidi Perez,Thought size usually clearly it.
EXP-0068-PROC-3-EXT-1-ASSAY-1,EXP-0068-PROC-3-EXT-1,EXP-0068-PROC-3,EXP-0068,Phyllobates terribilis,2025-01-02,Sodium Channel Assay,Pain Management,PC12 cells,96-well,0.419 - 396.0 μM,Morphine,10.4,82.58,54.8,2.66,59.3,169.83,24.5,Good,0.704,True,Sodium channel activation,Level begin seek second social few family outside.,Medium,False,Similar,759.29,Patrick Daniels MD,Response phone safe model begin usually memory.
EXP-0068-PROC-3-EXT-1-ASSAY-2,EXP-0068-PROC-3-EXT-1,EXP-0068-PROC-3,EXP-0068,Phyllobates terribilis,2025-01-05,Sodium Channel Assay,Pain Management,DRG neurons,384-well,0.533 - 53.3 μM,Morphine,69.0,30.56,45.9,1.02,19.2,114.32,26.5,Excellent,0.752,True,Sodium channel activation,Way you speak.,Low,False,Similar,1134.96,Jacob Garza,Parent design join truth middle make eye.
EXP-0068-PROC-3-EXT-1-ASSAY-3,EXP-0068-PROC-3-EXT-1,EXP-0068-PROC-3,EXP-0068,Phyllobates terribilis,2024-12-28,Sodium Channel Assay,Pain Management,PC12 cells,96-well,0.339 - 21.7 μM,Morphine,71.1,1.5,45.8,2.25,29.0,913.3,49.4,Excellent,0.938,True,Sodium channel activation,Weight decision brother.,High,False,Novel,1182.36,Daryl Guzman,News upon keep face deal.
EXP-0068-PROC-3-EXT-1-ASSAY-4,EXP-0068-PROC-3-EXT-1,EXP-0068-PROC-3,EXP-0068,Phyllobates terribilis,2025-01-04,Sodium Channel Assay,Pain Management,PC12 cells,24-well,0.061 - 858.1 μM,Morphine,55.8,14.83,40.4,1.01,49.9,51.49,23.4,Excellent,0.846,True,Sodium channel activation,Wonder rule there there.,Medium,True,Known,1226.35,Rebecca Peters,Least rich many according adult.
EXP-0069-PROC-1-EXT-1-ASSAY-1,EXP-0069-PROC-1-EXT-1,EXP-0069-PROC-1,EXP-0069,Phyllobates terribilis,2024-02-06,Sodium Channel Assay,Pain Management,PC12 cells,96-well,0.934 - 915.8 μM,Morphine,11.6,3.28,97.7,1.04,20.5,55.18,44.6,Excellent,0.942,False,Sodium channel activation,His teacher word government actually public.,Medium,True,Similar,1137.16,Victor Taylor,System build whose skin population camera ok.
EXP-0069-PROC-1-EXT-1-ASSAY-2,EXP-0069-PROC-1-EXT-1,EXP-0069-PROC-1,EXP-0069,Phyllobates terribilis,2024-02-14,Sodium Channel Assay,Pain Management,DRG neurons,96-well,0.864 - 531.8 μM,Morphine,51.4,63.28,98.6,1.32,67.8,1.89,9.5,Good,0.73,False,Sodium channel activation,Teach me tend Mr lose.,Medium,True,Novel,1240.37,Pamela Anderson,Remain democratic deal sure trade.
EXP-0069-PROC-1-EXT-1-ASSAY-3,EXP-0069-PROC-1-EXT-1,EXP-0069-PROC-1,EXP-0069,Phyllobates terribilis,2024-02-19,Sodium Channel Assay,Pain Management,DRG neurons,384-well,0.819 - 293.1 μM,Morphine,67.8,5.87,52.9,1.65,58.1,116.09,17.0,Good,0.844,True,Sodium channel activation,Popular your issue coach set too.,High,False,Novel,504.79,Vincent Johnson,Myself write behind dark president.
EXP-0069-PROC-1-EXT-1-ASSAY-4,EXP-0069-PROC-1-EXT-1,EXP-0069-PROC-1,EXP-0069,Phyllobates terribilis,2024-02-05,Sodium Channel Assay,Pain Management,DRG neurons,96-well,0.460 - 18.3 μM,Morphine,46.1,33.03,81.4,1.31,15.7,1140.18,33.6,Good,0.761,True,Sodium channel activation,Day future specific everyone there.,Medium,False,Known,847.58,Ashley Meyer,Wonder sometimes goal child end.
EXP-0069-PROC-1-EXT-2-ASSAY-1,EXP-0069-PROC-1-EXT-2,EXP-0069-PROC-1,EXP-0069,Phyllobates terribilis,2024-02-19,Sodium Channel Assay,Pain Management,PC12 cells,96-well,0.426 - 199.4 μM,Morphine,7.6,1.79,53.8,1.45,59.7,300.34,33.9,Good,0.861,True,Sodium channel activation,Ahead home dog newspaper.,High,False,Similar,1335.92,Peter Smith,Report visit smile education wear believe ready.
EXP-0069-PROC-1-EXT-2-ASSAY-2,EXP-0069-PROC-1-EXT-2,EXP-0069-PROC-1,EXP-0069,Phyllobates terribilis,2024-02-06,Sodium Channel Assay,Pain Management,PC12 cells,96-well,0.392 - 828.9 μM,Morphine,12.4,85.05,70.2,2.31,82.9,46.35,11.0,Good,0.755,True,Sodium channel activation,Often understand scene star southern report.,Medium,False,Novel,1210.31,Deanna Jones,Matter senior TV decade table.
EXP-0069-PROC-1-EXT-2-ASSAY-3,EXP-0069-PROC-1-EXT-2,EXP-0069-PROC-1,EXP-0069,Phyllobates terribilis,2024-02-06,Sodium Channel Assay,Pain Management,DRG neurons,384-well,0.926 - 996.6 μM,Morphine,56.7,2.47,44.0,1.93,36.8,613.06,18.2,Excellent,0.872,True,Sodium channel activation,Travel hour office concern hundred.,Medium,False,Similar,856.37,Johnathan Freeman,Decide small interesting decade simply become either.
EXP-0069-PROC-1-EXT-2-ASSAY-4,EXP-0069-PROC-1-EXT-2,EXP-0069-PROC-1,EXP-0069,Phyllobates terribilis,2024-02-17,Sodium Channel Assay,Pain Management,PC12 cells,384-well,0.207 - 397.4 μM,Morphine,66.9,9.84,55.7,1.93,41.7,24.08,4.9,Excellent,0.857,True,Sodium channel activation,Authority get similar yet age natural name fear.,Medium,False,Known,418.89,John Anderson,Part actually specific support boy.
